afida_sku,ppp_sku,name,category,size,material,colour,pack_size,pack_price,certifications,description,website_url,product_weight,product_length,product_width,product_height,case_length,case_width,case_depth,case_volume,case_weight,additional_specs
PCNWH,2444WH,24 x 24cm White Paper Cocktail Napkins,Tableware,24 x 24,Paper,White,2000,28.79,,"These paper cocktail napkins provide reliable quality for everyday drinks service. The 24 x 24cm size suits placing under glasses, wrapping around cups, and general bar service. The 2-ply construction provides good absorbency for handling condensation and small spills. Clean white colour creates professional presentation at any venue. Perfect for bars, cafes, restaurants, and event catering where practical napkins are needed at value pricing. Works well in napkin holders and dispensers. Made from quality paper stock. Pack of 2000 napkins for high-volume bars and cafes.",https://afida.com/products/cocktail-napkins-24-x-24cm-white-paper,unknown,24cm,24cm,0.5cm,unknown,unknown,unknown,unknown,unknown,
8FAIRBL,,40 x 40cm Black Premium Airlaid 8-fold Dinner Napkins,Tableware,40 x 40,,Black,500,63.79,,"These airlaid dinner napkins deliver the closest experience to cloth napkins in a disposable format. The 40 x 40cm size provides generous coverage, while the luxurious airlaid construction creates a soft, cloth-like texture that impresses guests. The sophisticated black colour creates dramatic, elegant presentation. Unlike standard paper napkins, airlaid material has a unique three-dimensional structure that provides exceptional absorbency and strength while feeling genuinely premium. Perfect for fine dining restaurants, cocktail events, and formal occasions. Black colour hides stains while creating visual impact. Eliminates laundering costs while maintaining upscale presentation. Pack of 500 napkins.",https://afida.com/products/8-fold-dinner-napkins-40-x-40cm-black-airlaid,,,,,,,,,,
8FAIRWH,,40 x 40cm White Premium Airlaid 8-fold Dinner Napkins,Tableware,40 x 40,,White,500,46.74,,"These airlaid dinner napkins deliver the closest experience to cloth napkins in a disposable format. The 40 x 40cm size provides generous coverage, while the luxurious airlaid construction creates a soft, cloth-like texture that impresses guests. The elegant white colour suits any upscale setting. Unlike standard paper napkins, airlaid material has a unique three-dimensional structure that provides exceptional absorbency and strength while feeling genuinely premium. Perfect for fine dining restaurants, luxury hotels, wedding receptions, and corporate galas. Eliminates laundering costs while maintaining upscale presentation. Pack of 500 napkins for quality-focused establishments.",https://afida.com/products/8-fold-dinner-napkins-40-x-40cm-white-airlaid,,,,,,,,,,
APIN-8-W,,40 x 40cm White Premium Airlaid Pocket Napkins,Tableware,40 x 40,Paper,White,500,46.64,,"These pocket napkins streamline elegant table service. The 40 x 40cm size provides generous coverage, while the integrated cutlery pocket holds knife and fork in place for neat presentation. The pre-folded design saves staff time during table setup - simply insert cutlery and place. Clean white colour suits any restaurant decor or event theme. Premium paper quality provides good absorbency and a soft feel. Perfect for restaurants, wedding receptions, corporate dining, and catered events where efficient elegant presentation matters. The pocket detail adds visual interest while keeping cutlery organised. Pack of 500 napkins for professional dining operations.",https://afida.com/products/pocket-napkins-40-x-40cm-white-paper,,,,,,,,,,
33-1-NAP,,33 x 33cm White Paper 1-ply Dispenser Napkins,Tableware,33 x 33,Paper,White,5000,32.81,,"These 1-ply dispenser napkins deliver practical value for high-traffic venues. The 33 x 33cm size provides adequate coverage while the single ply construction offers economy for operations where volume matters most. The compact fold fits standard napkin dispensers for easy customer access. White colour provides clean, professional appearance suitable for any setting. Perfect for quick-service restaurants, workplace canteens, cafes, and takeaway counters where napkins are used freely. The large pack of 5000 napkins keeps busy venues stocked for extended periods. Made from paper that can be composted after use. Ideal where economy and practicality take priority.",https://afida.com/products/1-ply-dispenser-napkins-33-x-33cm-white-paper,,,,,,,,,,
BGT-RD-10,10340.103,10″ Round 3-Compartment Bagasse Plate – Compostable Recyclable,Tableware,10″,"bagasse, pla, fibre",,500,50.36,"Compostable, Recyclable","The 10″ bagasse Round 3-Compartment Plate is made from bagasse (sugarcane fibre), a renewable byproduct of sugar production. A compartmented plate that keeps different foods neatly separated - main, sides, and sauces stay in their own sections. Ideal for buffets, school meals, hospital trays, and event catering. Both compostable and recyclable, giving multiple end-of-life options.",https://afida.com/products/round-3-compartment-plate,Not specified,254 mm,254 mm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,
BGT-RD-7,10340.07,7″ Round Bagasse Plate – Compostable Recyclable,Tableware,"7″, 180 mm","bagasse, pla, fibre",,1000,37.01,"Compostable, Recyclable","The 7″ / 180 mm bagasse Round Plate is made from bagasse (sugarcane fibre), a renewable byproduct of sugar production. A sturdy plate designed for substantial portions. Rigid construction holds hot and cold foods without bending or warping. Grease-resistant surface keeps food presentable. Both compostable and recyclable, giving multiple end-of-life options.",https://afida.com/products/round-plate,N/A,180 mm,180 mm,N/A,N/A,N/A,N/A,N/A,N/A,
PLF-RC,ELP95DRP,9.8” X 6” Palm Rectangle Plate Compostable (Case of 100),Tableware,9.8 x 6,PLA,,100,27.99,Compostable,The palm leaf 9.8” 6” Palm Rectangle Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. A sturdy plate designed for substantial portions. Rigid construction holds hot and cold foods without bending or warping. Grease-resistant surface keeps food presentable.,https://afida.com/products/9-8-6-palm-rectangle-plate,,9.8 in,6 in,,,,,,5 kg,
BGT-RD-9,10340.09,9″ Round Bagasse Plate – Compostable Recyclable,Tableware,"9″, 225 mm","bagasse, pla, fibre",,500,33.11,"Compostable, Recyclable","The 9″ / 225 mm bagasse Round Plate is made from bagasse (sugarcane fibre), a renewable byproduct of sugar production. A sturdy plate designed for substantial portions. Rigid construction holds hot and cold foods without bending or warping. Grease-resistant surface keeps food presentable. Both compostable and recyclable, giving multiple end-of-life options.",https://afida.com/products/round-plate-2,N/A,225 mm,225 mm,N/A,N/A,N/A,N/A,N/A,N/A,
PLT,12169,Medium Platter Box with Insert Recyclable/Compostable (Case of 50),Tableware,Medium,"kraft, pla",,50,79.99,Compostable,"The Medium Platter Box with Insert. A platter box insert that divides the platter into organised compartments. Keeps different food items separated for a clean, professional presentation. Fits compatible platter boxes. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/medium-platter-box-with-insert,N/A,38cm,28cm,8cm,N/A,N/A,N/A,N/A,N/A,
PLF-OV,ELPOLP,Palm leaf 10 x 6.5 in Oval Plate Compostable (Case of 100),Tableware,10 x 6.5,PLA,,100,27.19,Compostable,"The Palm Leaf Oval Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-oval-plate,,10 in,6.5 in,,,,,,5 kg,
PLF-RD-9,ELP10RP,Palm Leaf 10in Round Palm Plate Compostable (Case of 100),Tableware,10 inch,PLA,,100,27.85,Compostable,"The Palm Leaf Round Palm Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-round-palm-plate,,,,,,,,,7 kg,
PLF-SQ-6,ELP10SP,Palm Leaf 10in Square Palm Plate Compostable (Case of 100),Tableware,10 inch,PLA,,100,27.38,Compostable,"The Palm Leaf Square Palm Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-square-palm-plate,,,,,,,,,7 kg,
PLF-RD-4,ELP12RP,Palm Leaf 12in Round Palm Plate Compostable (Case of 100),Tableware,12 inch,PLA,,100,28.99,Compostable,"The Palm Leaf Round Palm Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-round-palm-plate-2,,,,,,,,,,
PLF-RD-3,ELP3RB,Palm Leaf 3 in Round Palm Bowl Compostable (Case of 100),Tableware,3 inch,,,100,19.09,Compostable,"The Palm Leaf Round Palm Bowl is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each bowl has a unique grain pattern and warm, natural appearance. Sturdy enough for hot and cold foods, soups, and salads. Adds a rustic, premium feel to buffets and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-round-palm-bowl,,,,,,,,,3 kg,
PLF-RC-2,ELPSRT,Palm Leaf 6.5 x 4.5 in Rectangle Plate Compostable (Case of 100),Tableware,6.5 x 4.5,PLA,,100,20.96,Compostable,"The Palm Leaf Rectangle Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-rectangle-plate,N/A,6.5 in,4.5 in,N/A,N/A,N/A,N/A,N/A,3 kg,
PLF,ELP16HP,Palm Leaf 6in Heart Palm Dish Compostable (Case of 100),Tableware,6 inch,,,100,22.66,Compostable,"The Palm Leaf Heart Palm Dish is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each bowl has a unique grain pattern and warm, natural appearance. Sturdy enough for hot and cold foods, soups, and salads. Adds a rustic, premium feel to buffets and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-heart-palm-dish,,,,,,,,,3 kg,
PLF-RD-5,ELP6RP,Palm Leaf 6in Round Palm Plate Compostable (Case of 100),Tableware,6 inch,PLA,,100,21.58,Compostable,"The Palm Leaf Round Palm Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-round-palm-plate-3,0.03 kg,6 in,6 in,,,,,,3 kg,
PLF-SQ-2,ELP6SP,Palm Leaf 6in Square Palm Plate Compostable (Case of 100),Tableware,6 inch,PLA,,100,21.58,Compostable,"The Palm Leaf Square Palm Plate is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each plate has a unique grain pattern and warm, natural appearance. Sturdy enough to hold substantial portions without bending. Adds a rustic, premium feel to buffets, weddings, and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-square-palm-plate-2,,,,,,,,,,
PLF-RD,ELP7RB,Palm Leaf 7 in Round Palm Bowl Compostable (Case of 100),Tableware,7 inch,,,100,26.19,Compostable,"The Palm Leaf Round Palm Bowl is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each bowl has a unique grain pattern and warm, natural appearance. Sturdy enough for hot and cold foods, soups, and salads. Adds a rustic, premium feel to buffets and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-round-palm-bowl-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5 kg,
PLF-SQ,ELP7SB,Palm Leaf 7 in Square Palm Bowl Compostable (Case of 100),Tableware,7 inch,,,100,26.19,Compostable,"The Palm Leaf Square Palm Bowl is pressed from naturally fallen palm leaves - each piece has a unique grain pattern. Pressed from naturally fallen palm leaves, each bowl has a unique grain pattern and warm, natural appearance. Sturdy enough for hot and cold foods, soups, and salads. Adds a rustic, premium feel to buffets and events. Fully compostable. Ideal for buffets, events, street food markets, and catering.",https://afida.com/products/palm-leaf-square-palm-bowl,,,,,,,,,5 kg,
